,ReadingScore,WritingScore,MathScore,Passed
17196,79,74,79,1
17197,61,66,58,0
17198,40,43,39,0
17199,74,76,75,1
17200,53,58,49,0
17201,74,71,69,0
17202,61,66,55,0
17203,73,65,83,0
17204,76,73,76,1
17205,66,69,67,0
17206,70,72,81,0
17207,64,67,71,0
17208,73,64,64,0
17209,65,68,66,0
17210,62,62,67,0
17211,85,89,68,1
17212,78,72,63,0
17213,84,87,62,1
17214,51,42,57,0
17215,67,66,61,0
17216,72,82,78,1
17217,45,45,51,0
17218,90,86,74,1
17219,46,51,49,0
17220,88,82,79,1
17221,91,84,78,1
17222,64,65,71,0
17223,90,83,92,1
17224,67,66,55,0
17225,66,60,48,0
17226,69,69,71,0
17227,56,44,59,0
17228,82,80,83,1
17229,83,86,73,1
17230,100,100,78,1
17231,74,71,66,0
17232,74,75,72,0
17233,96,100,88,1
17234,78,79,72,1
17235,82,81,65,1
17236,75,86,74,1
17237,71,69,71,0
17238,23,27,32,0
17239,57,56,60,0
17240,57,53,73,0
17241,81,70,82,1
17242,65,58,51,0
17243,55,51,48,0
17244,74,75,62,0
17245,94,94,76,1
17246,84,91,86,1
17247,53,59,46,0
17248,76,77,67,0
17249,64,66,61,0
17250,80,78,83,1
17251,55,60,56,0
17252,64,59,55,0
17253,79,78,61,0
17254,61,55,64,0
17255,79,82,68,1
17256,51,45,43,0
17257,70,62,74,0
17258,77,74,81,1
17259,76,76,84,1
17260,100,100,92,1
17261,86,83,79,1
17262,84,79,70,1
17263,48,51,56,0
17264,71,64,64,0
17265,73,63,68,0
17266,46,41,31,0
17267,67,62,60,0
17268,73,71,82,1
17269,87,91,65,1
17270,65,63,64,0
17271,84,87,91,1
17272,57,56,60,0
17273,80,75,76,1
17274,64,59,72,0
17275,61,53,40,0
17276,61,60,53,0
17277,74,66,88,1
17278,70,64,53,0
17279,48,48,38,0
17280,71,77,59,0
17281,92,92,78,1
17282,54,58,60,0
17283,95,94,75,1
17284,81,77,89,1
17285,88,81,87,1
17286,74,73,60,0
17287,39,38,42,0
17288,81,83,88,1
17289,65,66,79,0
17290,59,60,70,0
17291,55,56,58,0
17292,54,50,64,0
17293,85,83,57,1
17294,61,52,71,0
17295,78,76,58,0
17296,43,48,36,0
17297,65,70,59,0
17298,56,57,55,0
17299,88,91,75,1
17300,97,94,78,1
17301,42,41,53,0
17302,87,81,70,1
17303,84,92,81,1
17304,87,87,68,1
17305,69,67,45,0
17306,92,89,95,1
17307,74,70,66,0
17308,69,73,84,1
17309,71,67,58,0
17310,60,59,66,0
17311,50,52,42,0
17312,31,28,39,0
17313,90,82,79,1
17314,73,72,68,0
17315,55,59,48,0
17316,46,52,52,0
17317,71,70,73,0
17318,97,94,85,1
17319,57,56,57,0
17320,56,55,52,0
17321,84,86,79,1
17322,63,60,58,0
17323,76,71,79,1
17324,84,77,81,1
17325,71,61,73,0
17326,98,98,83,1
17327,87,78,91,1
17328,79,88,82,1
17329,65,62,51,0
17330,43,41,32,0
17331,69,70,61,0
17332,66,62,71,0
17333,65,71,76,0
17334,61,62,56,0
17335,61,62,63,0
17336,62,57,71,0
17337,70,68,65,0
17338,44,50,57,0
17339,52,48,57,0
17340,72,69,71,0
17341,62,61,67,0
17342,64,54,46,0
17343,64,66,68,0
17344,68,73,69,0
17345,43,40,32,0
17346,41,33,32,0
17347,57,57,51,0
17348,96,90,81,1
17349,69,68,49,0
17350,85,85,77,1
17351,86,82,95,1
17352,95,92,79,1
17353,77,76,93,1
17354,84,82,78,1
17355,83,73,62,0
17356,74,76,74,0
17357,89,90,79,1
17358,71,80,65,0
17359,51,46,49,0
17360,59,70,72,0
17361,82,81,75,1
17362,46,47,32,0
17363,81,79,88,1
17364,60,52,51,0
17365,77,76,70,0
17366,51,55,37,0
17367,96,97,90,1
17368,65,75,66,0
17369,73,66,49,0
17370,80,75,58,0
17371,59,63,70,0
17372,53,54,47,0
17373,99,99,83,1
17374,73,69,64,0
17375,54,48,45,0
17376,64,58,53,0
17377,53,47,47,0
17378,55,63,50,0
17379,73,73,63,0
17380,82,80,80,1
17381,83,69,64,0
17382,59,57,47,0
17383,83,87,93,1
17384,86,80,81,1
17385,66,58,67,0
17386,73,71,59,0
17387,66,68,57,0
17388,50,56,42,0
17389,91,90,93,1
17390,68,63,69,0
17391,51,48,50,0
17392,81,77,90,1
17393,66,68,73,0
17394,65,64,74,0
17395,85,88,83,1
17396,55,54,49,0
17397,61,50,62,0
17398,85,85,81,1
17399,17,17,28,0
17400,91,88,85,1
17401,57,53,58,0
17402,65,57,51,0
17403,44,35,43,0
17404,84,84,89,1
17405,69,59,64,0
17406,82,84,70,1
17407,79,76,62,0
17408,54,54,63,0
17409,96,100,97,1
17410,88,80,98,1
17411,70,72,78,0
17412,78,77,89,1
17413,51,51,54,0
17414,79,78,62,0
17415,41,38,52,0
17416,69,74,77,0
17417,80,78,79,1
17418,72,77,60,0
17419,70,80,67,0
17420,100,100,95,1
17421,48,49,47,0
17422,70,63,73,0
17423,55,58,58,0
17424,84,78,81,1
17425,53,55,58,0
17426,81,79,90,1
17427,75,74,82,1
17428,72,67,71,0
17429,57,53,57,0
17430,80,78,80,1
17431,68,64,57,0
17432,70,69,72,0
17433,86,86,82,1
17434,62,61,63,0
17435,57,55,45,0
17436,76,78,96,1
17437,69,79,72,0
17438,81,84,67,1
17439,70,70,62,0
17440,48,54,56,0
17441,90,97,75,1
17442,77,77,83,1
17443,87,84,70,1
17444,75,75,66,0
17445,56,57,54,0
17446,56,54,63,0
17447,69,65,67,0
17448,62,57,53,0
17449,86,85,75,1
17450,78,76,53,0
17451,88,81,78,1
17452,72,73,70,0
17453,78,76,67,0
17454,64,67,70,0
17455,60,61,73,0
17456,63,60,56,0
17457,89,87,78,1
17458,71,65,53,0
17459,66,62,59,0
17460,47,50,58,0
17461,82,88,70,1
17462,75,68,51,0
17463,81,83,84,1
17464,62,67,56,0
17465,64,69,81,0
17466,60,53,57,0
17467,84,87,75,1
17468,85,94,89,1
17469,47,51,52,0
17470,89,86,91,1
17471,66,63,52,0
17472,72,78,69,0
17473,91,94,93,1
17474,100,100,88,1
17475,46,45,34,0
17476,38,37,29,0
17477,53,50,48,0
17478,75,70,85,1
17479,57,55,56,0
17480,63,70,67,0
17481,56,52,60,0
17482,71,70,56,0
17483,62,59,63,0
17484,75,74,65,0
17485,73,74,54,0
17486,62,63,64,0
17487,57,53,44,0
17488,43,38,28,0
17489,50,51,61,0
17490,76,64,74,0
17491,60,64,61,0
17492,62,59,51,0
17493,75,75,70,0
17494,81,76,75,1
17495,71,67,59,0
17496,85,84,67,1
17497,85,92,85,1
17498,100,100,96,1
17499,73,73,76,0
17500,84,88,80,1
17501,37,39,27,0
17502,83,80,64,1
17503,68,68,77,0
17504,55,53,62,0
17505,76,74,66,0
17506,58,57,50,0
17507,67,65,55,0
17508,93,79,90,1
17509,73,64,71,0
17510,57,57,43,0
17511,63,53,62,0
17512,65,62,57,0
17513,56,64,55,0
17514,95,93,83,1
17515,77,79,81,1
17516,63,61,62,0
17517,57,56,56,0
17518,60,52,66,0
17519,60,57,63,0
17520,54,54,68,0
17521,88,92,79,1
17522,61,56,67,0
17523,55,48,50,0
17524,62,67,57,0
17525,66,71,76,0
17526,47,38,43,0
17527,74,59,73,0
17528,78,76,71,1
17529,87,97,92,1
17530,62,53,62,0
17531,76,79,83,1
17532,87,89,77,1
17533,64,68,62,0
17534,70,74,60,0
17535,81,81,65,1
17536,76,76,79,1
17537,90,86,78,1
17538,75,74,48,0
17539,67,69,74,0
17540,23,19,22,0
17541,76,79,84,1
17542,83,84,75,1
17543,82,86,80,1
17544,98,97,100,1
17545,81,87,87,1
17546,98,100,100,1
17547,77,76,71,0
17548,57,49,54,0
17549,54,53,63,0
17550,50,47,50,0
17551,94,94,100,1
17552,55,58,60,0
17553,92,100,76,1
17554,92,87,73,1
17555,75,79,56,0
17556,80,76,68,0
17557,76,66,71,0
17558,94,98,79,1
17559,67,67,63,0
17560,86,85,75,1
17561,78,82,85,1
17562,87,89,81,1
17563,91,91,79,1
17564,57,55,57,0
17565,43,41,41,0
17566,59,63,68,0
17567,81,74,72,1
17568,91,94,85,1
17569,90,78,90,1
17570,79,72,65,0
17571,74,80,77,1
17572,77,88,70,1
17573,40,44,36,0
17574,59,54,49,0
17575,63,62,68,0
17576,91,95,98,1
17577,53,49,67,0
17578,63,69,62,0
17579,65,63,70,0
17580,69,71,67,0
17581,68,81,78,1
17582,45,41,47,0
17583,60,62,74,0
17584,84,84,74,1
17585,79,74,76,1
17586,54,59,57,0
17587,71,73,68,0
17588,51,57,52,0
17589,74,72,59,0
17590,42,44,39,0
17591,88,92,79,1
17592,48,53,56,0
17593,80,84,67,1
17594,48,47,50,0
17595,67,71,60,0
17596,85,88,79,1
17597,66,68,74,0
17598,86,91,85,1
17599,89,88,79,1
17600,52,56,59,0
17601,55,49,47,0
17602,74,69,51,0
17603,71,69,62,0
17604,69,70,63,0
17605,88,87,87,1
17606,89,91,80,1
17607,88,92,78,1
17608,94,87,83,1
17609,54,50,41,0
17610,81,76,90,1
17611,47,55,57,0
17612,65,65,65,0
17613,58,52,56,0
17614,49,56,41,0
17615,70,73,75,0
17616,72,72,65,0
17617,56,53,58,0
17618,81,79,78,1
17619,91,85,75,1
17620,68,74,57,0
17621,88,90,89,1
17622,96,90,75,1
17623,65,66,58,0
17624,82,84,93,1
17625,83,91,97,1
17626,81,79,61,0
17627,88,85,86,1
17628,79,79,69,1
17629,73,68,64,0
17630,43,47,43,0
17631,39,37,41,0
17632,98,98,83,1
17633,47,49,31,0
17634,96,98,85,1
17635,79,75,81,1
17636,53,48,60,0
17637,96,94,88,1
17638,77,71,67,0
17639,54,46,46,0
17640,39,37,50,0
17641,57,49,60,0
17642,53,44,56,0
17643,76,75,73,0
17644,65,53,69,0
17645,64,63,53,0
17646,61,51,42,0
17647,86,88,82,1
17648,75,77,65,0
17649,97,95,83,1
17650,57,55,58,0
17651,75,72,82,1
17652,70,67,63,0
17653,78,73,77,1
17654,47,40,52,0
17655,57,58,65,0
17656,73,77,80,1
17657,81,80,74,1
17658,89,91,91,1
17659,80,70,60,0
17660,82,81,67,1
17661,38,35,28,0
17662,64,64,61,0
17663,86,82,81,1
17664,57,53,46,0
17665,89,90,78,1
17666,69,67,73,0
17667,97,100,79,1
17668,72,72,72,0
17669,47,37,51,0
17670,71,74,80,1
17671,97,90,81,1
17672,94,96,79,1
17673,97,95,89,1
17674,56,60,77,0
17675,93,98,82,1
17676,56,57,57,0
17677,69,66,57,0
17678,72,72,75,0
17679,65,72,65,0
17680,67,66,57,0
17681,78,79,71,1
17682,66,67,72,0
17683,73,71,55,0
17684,58,59,62,0
17685,63,67,60,0
17686,84,79,83,1
17687,78,79,83,1
17688,90,94,73,1
17689,76,74,71,0
17690,92,91,86,1
17691,68,75,54,0
17692,100,98,100,1
17693,75,74,76,1
17694,67,63,58,0
17695,50,47,47,0
17696,100,97,100,1
17697,82,84,82,1
17698,71,68,61,0
17699,90,87,71,1
17700,90,92,82,1
17701,63,67,66,0
17702,59,54,42,0
17703,54,51,64,0
17704,87,81,67,1
17705,70,67,55,0
17706,40,38,44,0
17707,71,71,83,1
17708,67,73,63,0
17709,50,49,51,0
17710,80,78,81,1
17711,87,79,77,1
17712,76,73,73,0
17713,73,70,63,0
17714,75,78,72,1
17715,81,82,65,1
17716,81,83,90,1
17717,35,29,32,0
17718,61,65,70,0
17719,88,88,78,1
17720,68,69,72,0
17721,55,49,47,0
17722,77,84,76,1
17723,79,75,79,1
17724,71,63,72,0
17725,58,62,60,0
17726,75,77,84,1
17727,85,86,72,1
17728,60,61,65,0
17729,58,57,40,0
17730,46,39,46,0
17731,66,64,62,0
17732,39,41,26,0
17733,61,58,69,0
17734,72,74,79,1
17735,58,60,55,0
17736,68,66,59,0
17737,47,41,38,0
17738,69,67,67,0
17739,95,89,73,1
17740,90,98,95,1
17741,64,65,71,0
17742,79,82,84,1
17743,88,81,78,1
17744,70,71,67,0
17745,71,66,72,0
17746,99,94,87,1
17747,86,82,76,1
17748,89,88,76,1
17749,45,49,53,0
17750,66,63,59,0
17751,80,71,78,1
17752,37,35,33,0
17753,62,64,69,0
17754,54,49,55,0
17755,89,100,77,1
17756,50,52,55,0
17757,78,81,67,1
17758,96,100,100,1
17759,54,46,43,0
17760,60,67,61,0
17761,96,90,80,1
17762,55,62,48,0
17763,45,46,46,0
17764,72,67,75,0
17765,66,64,76,0
17766,70,63,54,0
17767,73,75,75,0
17768,61,57,57,0
17769,47,51,67,0
17770,52,45,51,0
17771,90,95,95,1
17772,66,58,66,0
17773,88,77,91,1
17774,79,79,85,1
17775,64,54,49,0
17776,87,80,74,1
17777,96,94,88,1
17778,94,100,93,1
17779,88,78,85,1
17780,64,63,63,0
17781,88,90,86,1
17782,70,66,53,0
17783,80,73,75,1
17784,44,46,52,0
17785,86,95,71,1
17786,48,50,48,0
17787,56,47,48,0
17788,73,69,69,0
17789,83,86,77,1
17790,84,83,73,1
17791,69,65,63,0
17792,74,75,57,0
17793,47,50,39,0
17794,93,97,83,1
17795,62,69,51,0
17796,70,65,60,0
17797,66,73,63,0
17798,59,52,49,0
17799,38,40,45,0
17800,67,60,60,0
17801,72,67,65,0
17802,63,57,51,0
17803,76,77,67,0
17804,74,70,61,0
17805,54,52,47,0
17806,72,70,70,0
17807,71,69,70,0
17808,100,97,93,1
17809,44,38,39,0
17810,73,73,75,0
17811,73,72,61,0
17812,79,88,69,1
17813,50,50,42,0
17814,95,93,82,1
17815,70,77,74,0
17816,79,79,65,0
17817,64,70,79,0
17818,64,63,61,0
17819,58,53,71,0
17820,48,48,62,0
17821,96,98,92,1
17822,88,84,88,1
17823,63,64,58,0
17824,71,68,81,0
17825,100,94,84,1
17826,77,75,84,1
17827,89,80,83,1
17828,66,60,69,0
17829,84,85,75,1
17830,90,90,67,1
17831,66,69,63,0
17832,71,65,65,0
17833,64,67,62,0
17834,80,83,73,1
17835,90,89,100,1
17836,51,46,66,0
17837,78,76,85,1
17838,81,93,73,1
17839,86,89,80,1
17840,69,72,75,0
17841,65,69,73,0
17842,74,76,82,1
17843,84,82,76,1
17844,54,50,51,0
17845,51,54,50,0
17846,77,80,72,1
17847,59,56,64,0
17848,85,79,84,1
17849,49,53,49,0
17850,69,77,89,1
17851,84,84,88,1
17852,91,90,80,1
17853,62,57,47,0
17854,89,96,82,1
17855,62,58,55,0
17856,42,42,64,0
17857,85,84,96,1
17858,84,82,82,1
17859,69,71,68,0
17860,95,100,90,1
17861,46,45,62,0
17862,44,45,39,0
17863,58,65,59,0
17864,45,41,52,0
17865,95,93,71,1
17866,59,62,62,0
17867,64,62,53,0
17868,62,56,70,0
17869,75,79,60,0
17870,57,63,57,0
17871,84,88,81,1
17872,78,79,78,1
17873,78,76,67,0
17874,68,76,64,0
17875,68,65,77,0
17876,74,75,72,0
17877,44,34,32,0
17878,74,70,77,0
17879,74,76,69,0
17880,61,60,57,0
17881,45,50,34,0
17882,72,68,78,0
17883,74,78,68,0
17884,47,49,57,0
17885,42,34,56,0
17886,81,80,52,0
17887,87,87,73,1
17888,87,91,87,1
17889,88,89,73,1
17890,69,71,82,0
17891,93,93,88,1
17892,73,77,60,0
17893,84,84,78,1
17894,95,95,91,1
17895,81,76,86,1
17896,30,24,32,0
17897,91,78,86,1
17898,67,63,56,0
17899,74,70,81,1
17900,67,58,68,0
17901,100,92,81,1
17902,75,79,84,1
17903,82,82,76,1
17904,76,75,64,0
17905,85,86,77,1
17906,49,39,54,0
17907,57,68,52,0
17908,42,38,38,0
17909,89,89,74,1
17910,76,73,67,0
17911,48,44,57,0
17912,62,61,64,0
17913,61,59,53,0
17914,55,53,57,0
17915,52,40,45,0
17916,58,61,51,0
17917,73,73,65,0
17918,70,73,62,0
17919,75,73,70,0
17920,66,65,54,0
17921,69,66,59,0
17922,60,56,64,0
17923,94,100,88,1
17924,12,18,24,0
17925,69,75,66,0
17926,46,44,37,0
17927,75,84,78,1
17928,61,61,56,0
17929,70,85,57,0
17930,85,80,70,1
17931,90,92,89,1
17932,56,57,46,0
17933,72,71,80,0
17934,48,47,54,0
17935,65,59,54,0
17936,57,56,45,0
17937,56,62,57,0
17938,92,95,96,1
17939,78,74,59,0
17940,77,73,67,0
17941,68,64,77,0
17942,52,42,46,0
17943,81,79,60,0
17944,80,83,80,1
17945,54,51,65,0
17946,45,36,52,0
17947,73,72,63,0
17948,86,78,66,1
17949,70,69,54,0
17950,73,76,74,0
17951,76,78,66,0
17952,52,51,65,0
17953,86,89,76,1
17954,84,89,89,1
17955,76,69,58,0
17956,48,48,55,0
17957,66,68,59,0
17958,66,62,64,0
17959,40,35,47,0
17960,65,65,70,0
17961,87,82,74,1
17962,60,58,46,0
17963,66,58,76,0
17964,59,60,57,0
17965,64,58,55,0
17966,84,87,93,1
17967,59,66,59,0
17968,59,62,69,0
17969,61,63,54,0
17970,50,63,57,0
17971,98,97,95,1
17972,61,67,58,0
17973,59,59,60,0
17974,69,70,61,0
17975,52,51,45,0
17976,56,57,55,0
17977,54,53,61,0
17978,37,37,50,0
17979,85,93,83,1
17980,43,48,48,0
17981,47,42,46,0
17982,58,62,64,0
17983,86,79,92,1
17984,74,69,81,0
17985,91,91,74,1
17986,60,62,64,0
17987,94,96,93,1
17988,62,61,50,0
17989,68,69,75,0
17990,87,85,81,1
17991,62,54,53,0
17992,88,97,77,1
17993,81,80,71,1
17994,57,52,58,0
17995,78,78,81,1
17996,66,62,63,0
17997,58,59,47,0
17998,35,30,31,0
17999,100,100,89,1
18000,71,75,75,0
18001,79,72,72,0
18002,95,90,88,1
18003,63,58,62,0
18004,41,42,46,0
18005,43,50,45,0
18006,90,87,84,1
18007,46,50,54,0
18008,57,52,61,0
18009,58,59,62,0
18010,88,90,93,1
18011,50,50,52,0
18012,74,71,75,0
18013,68,72,74,0
18014,66,68,82,0
18015,85,84,79,1
18016,41,33,37,0
18017,62,68,58,0
18018,72,69,69,0
18019,44,54,54,0
18020,48,54,52,0
18021,95,97,81,1
18022,68,68,54,0
18023,80,89,80,1
18024,64,70,67,0
18025,84,83,86,1
18026,73,81,65,0
18027,71,62,68,0
18028,94,99,72,1
18029,100,100,88,1
18030,53,57,40,0
18031,71,65,59,0
18032,75,79,61,0
18033,67,66,54,0
18034,65,68,64,0
18035,81,76,70,1
18036,57,68,63,0
18037,77,76,84,1
18038,96,89,99,1
18039,69,62,71,0
18040,79,80,90,1
18041,66,63,51,0
18042,53,52,57,0
18043,65,64,49,0
18044,77,76,80,1
18045,54,48,47,0
18046,80,75,69,0
18047,56,57,46,0
18048,81,85,72,1
18049,70,65,73,0
18050,56,58,50,0
18051,59,58,64,0
18052,64,59,63,0
18053,67,60,68,0
18054,46,43,51,0
18055,66,59,65,0
18056,60,63,46,0
18057,54,56,62,0
18058,88,84,75,1
18059,66,67,74,0
18060,88,90,78,1
18061,80,77,70,1
18062,72,66,75,0
18063,59,61,49,0
18064,86,84,82,1
18065,68,62,53,0
18066,80,77,97,1
18067,70,65,61,0
18068,57,64,59,0
18069,68,67,74,0
18070,75,74,63,0
18071,56,48,56,0
18072,74,80,72,1
18073,97,93,84,1
18074,74,75,59,0
18075,66,71,50,0
18076,51,51,52,0
18077,96,86,72,1
18078,90,83,63,1
18079,83,80,67,1
18080,39,35,40,0
18081,88,90,93,1
18082,88,82,90,1
18083,66,63,69,0
18084,71,70,62,0
18085,59,66,54,0
18086,92,96,76,1
18087,78,77,58,0
18088,75,77,75,1
18089,85,80,66,1
18090,73,70,63,0
18091,43,40,31,0
18092,65,52,68,0
18093,75,66,77,0
18094,82,79,97,1
18095,70,68,55,0
18096,66,68,80,0
18097,88,86,72,1
18098,66,69,51,0
18099,58,51,51,0
18100,69,62,66,0
18101,83,88,75,1
18102,59,58,55,0
18103,54,47,62,0
18104,70,73,75,0
18105,64,57,62,0
18106,61,62,50,0
18107,76,76,75,1
18108,61,61,60,0
18109,68,73,75,0
18110,55,50,56,0
18111,55,63,63,0
18112,37,31,40,0
18113,57,58,74,0
18114,51,56,52,0
18115,83,85,84,1
18116,81,80,70,1
18117,86,90,77,1
18118,83,80,62,1
18119,83,76,71,1
18120,76,77,62,0
18121,71,63,59,0
18122,51,57,52,0
18123,83,80,62,1
18124,85,87,95,1
18125,70,72,61,0
18126,54,52,56,0
18127,88,93,79,1
18128,61,56,48,0
18129,49,38,48,0
18130,60,67,53,0
18131,54,57,68,0
18132,89,87,79,1
18133,79,78,71,1
18134,34,38,45,0
18135,50,48,36,0
18136,57,51,52,0
18137,65,68,65,0
18138,61,57,46,0
18139,70,71,55,0
18140,59,66,65,0
18141,57,52,62,0
18142,68,64,66,0
18143,93,92,83,1
18144,85,79,79,1
18145,96,94,80,1
18146,64,58,62,0
18147,68,59,67,0
18148,69,67,57,0
18149,78,78,75,1
18150,80,74,80,1
18151,84,89,88,1
18152,66,64,80,0
18153,80,76,74,1
18154,71,66,51,0
18155,92,98,80,1
18156,94,95,84,1
18157,56,47,54,0
18158,76,74,62,0
18159,78,75,76,1
18160,54,54,68,0
18161,76,77,56,0
18162,54,50,54,0
18163,73,65,64,0
18164,70,64,52,0
18165,80,73,86,1
18166,69,72,63,0
18167,69,67,65,0
18168,61,58,58,0
18169,82,87,84,1
18170,75,67,59,0
18171,50,45,53,0
18172,70,68,53,0
18173,77,80,72,1
18174,99,100,98,1
18175,54,54,53,0
18176,82,73,69,0
18177,52,49,61,0
18178,63,55,56,0
18179,75,76,70,0
18180,55,62,55,0
18181,62,59,51,0
18182,64,67,51,0
18183,56,55,56,0
18184,88,86,73,1
18185,77,76,71,0
18186,53,47,31,0
18187,75,78,77,1
18188,61,53,62,0
18189,49,55,49,0
18190,56,56,54,0
18191,64,58,57,0
18192,64,69,54,0
18193,86,88,69,1
18194,77,77,81,1
18195,84,86,100,1
18196,50,52,54,0
18197,69,60,80,0
18198,55,56,61,0
18199,65,65,70,0
18200,87,92,78,1
18201,64,67,76,0
18202,62,69,71,0
18203,58,52,31,0
18204,65,70,65,0
18205,71,81,70,0
18206,95,95,88,1
18207,86,92,83,1
18208,71,69,63,0
18209,53,54,50,0
18210,73,69,68,0
18211,59,59,55,0
18212,71,65,63,0
18213,43,50,59,0
18214,78,71,73,0
18215,48,42,37,0
18216,50,49,40,0
18217,83,82,84,1
18218,83,80,66,1
18219,57,54,73,0
18220,62,59,50,0
18221,52,55,44,0
18222,59,52,58,0
18223,76,73,84,1
18224,63,65,59,0
18225,79,72,83,1
18226,63,68,51,0
18227,82,73,79,1
18228,64,65,78,0
18229,45,44,47,0
18230,74,73,66,0
18231,86,86,71,1
18232,74,87,80,1
18233,77,62,77,0
18234,45,38,40,0
18235,92,89,89,1
18236,59,63,64,0
18237,78,73,78,1
18238,60,58,67,0
18239,67,79,72,0
18240,89,93,93,1
18241,68,66,63,0
18242,78,80,81,1
18243,87,84,96,1
18244,69,75,76,0
18245,79,82,83,1
18246,56,61,63,0
18247,48,50,55,0
18248,91,87,70,1
18249,77,76,66,0
18250,68,63,58,0
18251,80,82,70,1
18252,78,71,73,0
18253,41,46,37,0
18254,87,87,85,1
18255,90,98,79,1
18256,65,67,51,0
18257,78,79,66,0
18258,53,53,42,0
18259,75,75,89,1
18260,60,53,43,0
18261,71,71,68,0
18262,86,84,96,1
18263,72,69,77,0
18264,58,58,66,0
18265,53,50,43,0
18266,45,46,57,0
18267,54,50,61,0
18268,81,84,90,1
18269,65,64,65,0
18270,90,88,83,1
18271,74,67,63,0
18272,39,41,45,0
18273,87,94,77,1
18274,50,52,37,0
18275,82,82,81,1
18276,83,69,86,1
18277,47,50,58,0
18278,68,63,68,0
18279,68,69,68,0
18280,60,60,62,0
18281,86,90,84,1
18282,62,61,60,0
18283,76,83,61,0
18284,75,77,77,1
18285,61,66,53,0
18286,100,100,93,1
18287,95,100,100,1
18288,59,58,47,0
18289,75,78,68,0
18290,59,56,50,0
18291,70,67,55,0
18292,93,100,96,1
18293,49,48,58,0
18294,79,85,65,1
18295,71,66,65,0
18296,80,64,80,0
18297,75,79,61,0
18298,65,59,63,0
18299,59,61,71,0
18300,61,56,52,0
18301,89,84,81,1
18302,80,76,73,1
18303,72,65,66,0
18304,59,59,45,0
18305,53,52,61,0
18306,42,36,46,0
18307,73,67,53,0
18308,99,92,90,1
18309,50,45,57,0
18310,44,47,45,0
18311,70,68,78,0
18312,49,49,41,0
18313,92,87,93,1
18314,91,92,77,1
18315,67,59,69,0
18316,82,87,77,1
18317,97,91,81,1
18318,76,78,80,1
18319,81,76,72,1
18320,46,42,31,0
18321,92,94,81,1
18322,78,76,74,1
18323,74,73,65,0
18324,80,82,78,1
18325,68,74,59,0
18326,75,74,75,0
18327,93,95,84,1
18328,51,51,33,0
18329,85,84,73,1
18330,63,59,41,0
18331,55,62,46,0
18332,84,86,78,1
18333,49,50,50,0
18334,59,58,67,0
18335,58,59,37,0
18336,100,100,95,1
18337,84,88,78,1
18338,71,71,75,0
18339,80,77,59,0
18340,61,72,61,0
18341,59,63,63,0
18342,71,72,60,0
18343,65,60,79,0
18344,92,95,100,1
18345,66,69,69,0
18346,68,66,53,0
18347,59,60,50,0
18348,46,37,52,0
18349,74,68,61,0
18350,76,77,72,1
18351,37,39,43,0
18352,39,30,35,0
18353,91,95,88,1
18354,51,48,59,0
18355,75,71,61,0
18356,87,91,97,1
18357,76,70,66,0
18358,63,57,49,0
18359,86,80,70,1
18360,63,60,67,0
18361,63,60,75,0
18362,76,83,81,1
18363,60,55,43,0
18364,94,94,100,1
18365,74,72,65,0
18366,68,64,62,0
18367,69,77,61,0
18368,52,53,52,0
18369,56,53,61,0
18370,71,70,71,0
18371,98,98,86,1
18372,84,87,98,1
18373,79,84,78,1
18374,69,67,73,0
18375,86,92,80,1
18376,82,87,59,1
18377,66,66,75,0
18378,64,75,47,0
18379,64,61,62,0
18380,81,76,59,0
18381,67,68,54,0
18382,77,76,82,1
18383,50,47,35,0
18384,68,74,80,0
18385,12,9,10,0
18386,65,64,60,0
18387,82,90,78,1
18388,76,79,79,1
18389,73,76,100,1
18390,60,55,64,0
18391,50,51,41,0
18392,81,91,85,1
18393,62,51,55,0
18394,63,64,75,0
18395,46,45,58,0
18396,70,62,54,0
18397,81,79,65,1
18398,74,76,57,0
18399,86,86,84,1
18400,57,53,67,0
18401,42,42,45,0
18402,74,74,70,0
18403,60,67,49,0
18404,74,73,81,1
18405,64,59,71,0
18406,74,82,64,0
18407,96,96,93,1
18408,93,100,90,1
18409,79,74,80,1
18410,58,49,52,0
18411,59,61,50,0
18412,39,44,32,0
18413,62,61,56,0
18414,68,73,60,0
18415,66,66,46,0
18416,82,81,79,1
18417,95,94,100,1
18418,67,70,65,0
18419,59,56,62,0
18420,51,51,40,0
18421,73,73,60,0
18422,82,76,71,1
18423,92,83,86,1
18424,84,85,70,1
18425,68,60,61,0
18426,90,97,99,1
18427,100,100,83,1
18428,63,63,66,0
18429,44,41,43,0
18430,84,85,77,1
18431,70,69,71,0
18432,18,19,26,0
18433,68,71,64,0
18434,56,49,64,0
18435,60,51,53,0
18436,79,76,70,1
18437,74,71,81,1
18438,83,83,64,1
18439,78,77,61,0
18440,53,46,58,0
18441,73,74,63,0
18442,75,75,69,0
18443,54,48,60,0
18444,71,77,54,0
18445,54,53,52,0
18446,62,59,52,0
18447,89,89,68,1
18448,56,60,65,0
18449,53,52,52,0
18450,51,46,44,0
18451,76,67,71,0
18452,60,55,71,0
18453,92,96,82,1
18454,62,63,65,0
18455,48,43,43,0
18456,82,76,84,1
18457,74,74,63,0
18458,64,70,76,0
18459,79,78,65,0
18460,57,68,51,0
18461,62,63,47,0
18462,76,75,75,1
18463,66,70,52,0
18464,99,98,88,1
18465,64,62,52,0
