,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,ReadingScore,WritingScore,MathScore
736,female,group A,high school,standard,,single,sometimes,yes,4,private,< 5,50,45,34
737,male,group C,high school,standard,none,married,regularly,yes,1,school_bus,05-Oct,60,52,63
738,female,group E,master's degree,standard,none,married,regularly,no,4,private,< 5,87,87,82
739,female,group B,,standard,,married,regularly,yes,1,school_bus,05-Oct,87,95,84
741,male,group C,high school,free/reduced,none,divorced,sometimes,yes,3,school_bus,05-Oct,47,43,54
742,female,,,standard,none,married,never,yes,3,school_bus,,79,73,66
743,male,group B,some college,standard,completed,divorced,sometimes,no,3,school_bus,05-Oct,59,64,63
744,male,group B,some college,standard,completed,married,sometimes,yes,1,private,05-Oct,74,76,86
745,male,group B,high school,free/reduced,none,married,never,yes,0,private,05-Oct,54,43,50
746,female,group B,bachelor's degree,standard,none,divorced,sometimes,yes,1,school_bus,< 5,80,80,74
748,male,group E,some college,free/reduced,none,divorced,never,no,1,school_bus,< 5,69,64,74
749,male,group C,high school,standard,completed,married,sometimes,no,4,school_bus,< 5,77,76,81
751,female,group E,bachelor's degree,standard,none,single,never,no,3,private,05-Oct,91,95,80
753,female,group E,,standard,none,married,sometimes,no,2,,,93,95,89
754,female,group D,bachelor's degree,standard,completed,divorced,regularly,no,5,school_bus,05-Oct,81,85,67
755,female,group D,bachelor's degree,free/reduced,none,married,sometimes,no,,school_bus,05-Oct,39,43,33
756,male,group B,some high school,free/reduced,none,married,sometimes,yes,5,school_bus,05-Oct,37,30,35
757,female,group C,associate's degree,standard,none,divorced,sometimes,no,1,school_bus,< 5,65,65,54
758,female,group E,some high school,standard,completed,married,regularly,yes,3,private,05-Oct,88,93,86
759,female,group C,some college,free/reduced,none,single,sometimes,yes,1,private,> 10,89,85,74
760,male,group D,some college,standard,none,married,sometimes,yes,2,,05-Oct,64,70,68
761,male,group B,high school,free/reduced,completed,married,regularly,yes,1,school_bus,05-Oct,48,45,40
762,female,,some high school,standard,none,married,regularly,yes,2,,05-Oct,75,71,76
763,male,group D,some college,standard,none,married,sometimes,yes,1,private,05-Oct,81,79,86
764,male,group B,some high school,free/reduced,none,married,sometimes,yes,3,private,> 10,42,34,42
766,female,group D,associate's degree,standard,completed,single,,yes,1,school_bus,05-Oct,84,90,67
767,male,group B,,free/reduced,none,,never,no,1,private,05-Oct,46,36,42
768,female,,associate's degree,free/reduced,none,single,sometimes,yes,1,,< 5,92,86,75
769,male,group E,high school,standard,none,married,regularly,no,2,school_bus,05-Oct,48,50,71
770,female,group B,some high school,standard,completed,divorced,never,yes,1,private,,70,72,64
771,female,group C,some high school,standard,none,married,regularly,yes,4,private,05-Oct,84,88,83
772,male,group D,associate's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,55,55,61
773,male,group C,high school,free/reduced,none,married,regularly,no,2,school_bus,05-Oct,48,51,48
774,female,group B,high school,standard,none,single,sometimes,no,2,school_bus,05-Oct,63,57,51
775,female,group C,some high school,standard,completed,divorced,never,yes,1,,05-Oct,90,88,75
776,female,group B,some college,standard,completed,married,regularly,,2,private,05-Oct,84,84,73
778,male,group C,associate's degree,standard,none,married,sometimes,yes,4,school_bus,> 10,75,70,66
779,male,group D,some college,standard,none,divorced,sometimes,no,,private,< 5,78,76,89
780,female,group D,,standard,none,married,regularly,yes,2,school_bus,05-Oct,78,74,64
781,female,group A,,standard,completed,single,sometimes,yes,0,school_bus,> 10,80,84,67
782,female,group C,some high school,standard,none,married,sometimes,yes,1,school_bus,05-Oct,59,58,59
783,male,,associate's degree,standard,completed,married,regularly,,,private,05-Oct,85,86,86
784,male,group C,bachelor's degree,free/reduced,none,divorced,never,no,3,,> 10,66,64,72
785,male,group C,associate's degree,free/reduced,none,married,never,yes,5,private,05-Oct,51,50,48
786,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,2,,< 5,78,74,60
787,male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,2,school_bus,05-Oct,68,71,76
788,female,group C,some college,free/reduced,none,married,regularly,yes,1,school_bus,05-Oct,60,54,49
789,female,group C,some high school,free/reduced,none,single,sometimes,yes,3,private,05-Oct,63,58,42
790,male,group B,master's degree,standard,none,married,regularly,,3,school_bus,05-Oct,78,77,90
791,female,group D,high school,standard,none,married,sometimes,yes,0,school_bus,> 10,62,67,65
792,female,group D,bachelor's degree,standard,none,single,never,yes,4,school_bus,< 5,66,69,63
793,male,group D,associate's degree,free/reduced,none,married,sometimes,no,2,private,05-Oct,44,40,47
794,female,group A,high school,free/reduced,completed,married,sometimes,yes,3,private,> 10,50,51,40
795,male,group B,some college,free/reduced,none,single,sometimes,yes,1,private,05-Oct,37,33,40
796,female,group C,some high school,standard,none,married,regularly,yes,5,,05-Oct,60,55,48
797,female,group E,high school,standard,none,single,sometimes,no,2,school_bus,< 5,66,64,60
798,male,group D,high school,standard,none,single,sometimes,yes,1,,< 5,50,47,64
799,female,group D,some high school,free/reduced,completed,single,sometimes,yes,4,private,05-Oct,62,68,58
800,male,,associate's degree,free/reduced,none,married,sometimes,no,3,school_bus,05-Oct,37,33,38
801,male,group C,bachelor's degree,free/reduced,completed,married,never,no,5,private,< 5,70,71,68
802,male,group D,high school,standard,none,married,sometimes,yes,0,school_bus,> 10,74,68,70
803,male,group C,associate's degree,standard,completed,married,regularly,yes,3,school_bus,< 5,82,77,80
804,female,group B,high school,standard,none,married,regularly,yes,0,private,05-Oct,59,69,63
805,male,,some college,free/reduced,completed,single,never,yes,2,school_bus,< 5,53,53,47
806,male,group C,associate's degree,free/reduced,completed,single,sometimes,no,4,school_bus,> 10,81,74,69
807,male,group D,high school,free/reduced,completed,divorced,sometimes,yes,2,private,05-Oct,55,57,58
808,male,group B,,free/reduced,none,single,regularly,no,2,school_bus,> 10,77,75,80
809,male,group C,bachelor's degree,standard,,single,sometimes,no,1,private,> 10,79,82,76
810,female,group D,some college,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,77,80,72
811,female,group C,some high school,standard,none,single,sometimes,yes,1,,< 5,73,75,66
813,female,,some college,standard,completed,single,sometimes,no,2,school_bus,05-Oct,85,87,75
814,male,group C,high school,standard,none,married,sometimes,no,1,private,< 5,87,79,87
815,female,group C,some college,free/reduced,none,married,sometimes,no,1,,05-Oct,53,52,29
816,male,group C,bachelor's degree,standard,completed,divorced,sometimes,no,4,school_bus,,71,79,76
817,female,group C,high school,free/reduced,completed,married,regularly,no,5,private,05-Oct,72,73,54
818,female,group C,some college,standard,completed,married,sometimes,yes,3,private,05-Oct,78,79,71
819,male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,05-Oct,77,66,70
820,male,group C,some college,standard,completed,married,sometimes,no,1,school_bus,05-Oct,74,75,80
821,female,group D,some college,standard,none,married,regularly,yes,5,school_bus,< 5,63,65,60
822,male,group C,some college,free/reduced,none,,regularly,yes,2,private,05-Oct,46,45,49
823,female,group D,master's degree,standard,none,single,sometimes,yes,0,school_bus,05-Oct,60,72,64
825,female,group C,high school,free/reduced,none,married,regularly,no,3,school_bus,< 5,63,59,52
826,female,group A,associate's degree,free/reduced,completed,married,regularly,no,2,school_bus,05-Oct,53,57,53
827,male,group D,associate's degree,standard,none,married,sometimes,no,2,school_bus,< 5,67,64,77
828,male,group C,associate's degree,free/reduced,completed,divorced,sometimes,yes,2,school_bus,< 5,70,68,69
829,female,group C,some high school,standard,completed,married,sometimes,no,3,school_bus,< 5,77,76,74
830,female,group D,some high school,standard,none,divorced,never,yes,2,school_bus,< 5,71,68,55
831,male,group C,associate's degree,free/reduced,none,divorced,regularly,yes,1,school_bus,< 5,49,48,44
832,male,group B,high school,free/reduced,completed,married,sometimes,yes,3,private,05-Oct,60,58,61
833,female,group C,master's degree,free/reduced,completed,single,regularly,yes,3,school_bus,05-Oct,87,89,63
834,female,group D,high school,standard,none,married,regularly,no,1,private,05-Oct,93,95,87
835,male,group C,some college,standard,completed,married,regularly,yes,3,school_bus,> 10,86,81,88
836,female,group E,master's degree,standard,completed,married,sometimes,yes,1,school_bus,05-Oct,80,88,89
837,female,group D,master's degree,free/reduced,completed,married,regularly,yes,3,school_bus,< 5,71,79,66
838,female,group D,some college,standard,completed,single,sometimes,yes,3,private,> 10,66,73,58
839,male,group C,master's degree,free/reduced,,married,sometimes,no,3,school_bus,05-Oct,76,66,73
840,female,group E,some high school,standard,none,single,regularly,yes,1,school_bus,05-Oct,69,63,59
841,male,group C,associate's degree,standard,completed,widowed,regularly,yes,2,,> 10,97,98,97
842,female,group C,associate's degree,standard,completed,single,sometimes,yes,1,school_bus,05-Oct,89,88,85
843,male,group B,some high school,standard,completed,divorced,never,no,,school_bus,05-Oct,60,56,56
844,male,,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,73,68,79
846,female,group A,associate's degree,standard,none,married,sometimes,yes,0,school_bus,05-Oct,72,68,57
847,male,group B,high school,standard,completed,married,regularly,yes,1,school_bus,< 5,69,71,63
848,male,group D,some high school,standard,completed,married,sometimes,yes,7,,< 5,92,91,84
849,male,group D,high school,standard,none,married,never,yes,3,school_bus,05-Oct,62,62,72
850,female,,some college,standard,none,single,sometimes,no,2,private,> 10,58,56,50
851,male,group B,high school,standard,completed,married,regularly,yes,2,school_bus,05-Oct,62,62,62
852,male,group D,high school,free/reduced,completed,widowed,never,no,2,school_bus,05-Oct,65,64,71
853,male,group D,high school,standard,none,married,sometimes,yes,1,school_bus,05-Oct,64,56,65
854,male,group C,,free/reduced,completed,divorced,never,no,2,private,< 5,64,58,58
855,male,group E,bachelor's degree,standard,none,married,regularly,no,1,school_bus,< 5,83,76,81
856,male,group B,high school,standard,none,single,sometimes,yes,0,private,> 10,83,86,91
857,female,group D,high school,standard,,married,sometimes,no,1,private,05-Oct,62,68,60
858,male,group D,some high school,free/reduced,none,married,regularly,yes,5,school_bus,05-Oct,49,47,53
859,male,group D,bachelor's degree,standard,completed,single,never,yes,3,private,,91,88,88
860,female,group D,associate's degree,standard,none,married,sometimes,yes,4,school_bus,> 10,97,100,93
862,female,group D,high school,standard,none,married,sometimes,yes,7,private,05-Oct,75,69,59
863,male,group C,associate's degree,standard,completed,single,sometimes,no,5,school_bus,05-Oct,70,77,72
864,male,group D,some college,free/reduced,none,married,sometimes,yes,7,private,< 5,52,49,45
865,female,group E,some college,standard,completed,married,never,,4,private,05-Oct,77,78,76
866,male,group C,high school,free/reduced,completed,divorced,regularly,no,1,school_bus,05-Oct,69,67,78
867,male,group D,master's degree,standard,completed,widowed,regularly,yes,0,school_bus,< 5,85,86,97
868,male,,some college,standard,none,married,regularly,yes,0,school_bus,,62,63,75
870,male,group D,bachelor's degree,standard,none,married,regularly,no,1,private,> 10,71,69,74
871,male,group C,some high school,free/reduced,completed,married,never,yes,4,school_bus,< 5,55,51,53
872,male,group D,some college,standard,,single,sometimes,yes,3,,05-Oct,87,87,97
873,male,group B,some high school,free/reduced,none,single,sometimes,no,3,school_bus,05-Oct,45,35,45
874,male,group C,some college,free/reduced,none,single,never,no,5,school_bus,> 10,38,33,40
875,male,group E,associate's degree,free/reduced,completed,divorced,sometimes,yes,,school_bus,< 5,66,69,74
876,female,group C,high school,standard,none,married,regularly,yes,4,school_bus,> 10,72,75,74
877,female,group D,high school,standard,none,divorced,never,yes,2,school_bus,> 10,58,61,54
878,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,3,,05-Oct,80,80,77
879,female,group D,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,4,school_bus,< 5,78,81,63
880,male,group E,some high school,free/reduced,none,single,sometimes,yes,,,05-Oct,81,72,92
881,female,group B,some college,free/reduced,none,single,sometimes,no,1,school_bus,05-Oct,57,53,54
882,male,,some college,standard,none,single,never,yes,0,private,> 10,59,54,62
884,female,group D,some college,free/reduced,none,married,never,yes,2,,05-Oct,83,81,66
886,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,,private,05-Oct,40,35,41
887,male,group E,bachelor's degree,free/reduced,none,married,regularly,yes,2,school_bus,> 10,61,64,68
888,male,group C,high school,free/reduced,,married,sometimes,no,3,school_bus,< 5,49,40,39
889,female,group B,master's degree,free/reduced,completed,divorced,,yes,0,school_bus,> 10,85,94,75
890,female,group A,some high school,standard,completed,married,sometimes,yes,7,private,< 5,85,89,78
891,female,,associate's degree,standard,none,single,regularly,no,4,private,05-Oct,61,65,61
892,female,group D,high school,standard,none,divorced,sometimes,yes,0,school_bus,05-Oct,54,62,47
893,male,,high school,standard,none,married,sometimes,yes,4,school_bus,05-Oct,72,62,66
894,male,group D,master's degree,free/reduced,none,divorced,never,no,1,school_bus,05-Oct,54,48,48
895,male,group C,some college,free/reduced,completed,married,never,yes,0,private,05-Oct,40,42,44
896,male,,bachelor's degree,free/reduced,completed,widowed,sometimes,yes,1,private,05-Oct,84,86,81
897,female,group D,high school,standard,,married,regularly,yes,2,,> 10,83,82,79
898,male,group C,associate's degree,standard,none,divorced,sometimes,no,2,private,< 5,80,78,86
899,female,group C,some college,standard,none,married,sometimes,yes,2,private,05-Oct,86,75,71
900,male,group C,master's degree,free/reduced,completed,married,regularly,yes,4,private,< 5,76,81,74
901,male,group C,,free/reduced,completed,married,sometimes,yes,2,private,05-Oct,43,36,39
902,female,group D,high school,standard,none,married,regularly,yes,7,school_bus,> 10,67,73,61
903,female,group E,some high school,free/reduced,completed,single,sometimes,no,3,school_bus,> 10,86,82,80
904,female,group B,some college,free/reduced,none,married,never,no,2,,> 10,58,55,52
905,male,group C,high school,standard,none,single,regularly,yes,3,school_bus,< 5,54,55,54
906,male,group C,some high school,standard,none,divorced,regularly,no,4,school_bus,< 5,48,43,48
907,female,group D,associate's degree,standard,none,married,sometimes,yes,1,school_bus,05-Oct,92,96,90
908,male,group C,associate's degree,free/reduced,none,single,regularly,yes,,school_bus,< 5,57,60,61
909,female,group B,associate's degree,standard,completed,divorced,never,yes,3,private,< 5,92,95,77
910,female,group E,some high school,free/reduced,completed,divorced,sometimes,yes,6,,05-Oct,93,93,80
911,female,group C,high school,standard,completed,married,regularly,yes,,private,< 5,67,65,60
912,female,group B,some college,standard,completed,married,sometimes,yes,5,private,< 5,50,53,54
913,male,group B,,standard,none,married,regularly,yes,2,school_bus,05-Oct,54,47,57
914,female,group D,some college,standard,none,married,regularly,yes,2,school_bus,05-Oct,88,87,80
915,male,group C,some high school,free/reduced,completed,single,sometimes,yes,1,,> 10,66,61,72
916,male,group E,some high school,standard,completed,married,sometimes,yes,2,school_bus,< 5,84,78,89
917,female,group B,some college,standard,completed,married,sometimes,no,3,,05-Oct,28,29,24
918,female,group D,some high school,free/reduced,none,divorced,sometimes,no,,school_bus,05-Oct,69,63,52
919,female,group D,high school,standard,,single,regularly,yes,3,school_bus,< 5,74,70,53
920,male,group E,some college,standard,completed,single,never,yes,4,school_bus,,83,75,84
921,male,group E,some college,standard,completed,divorced,sometimes,yes,1,private,> 10,76,74,82
922,female,group D,high school,standard,none,divorced,regularly,yes,4,,> 10,100,100,82
923,female,group C,high school,standard,,married,regularly,,0,school_bus,> 10,74,79,89
924,female,group C,some college,free/reduced,none,married,regularly,yes,3,school_bus,< 5,54,54,36
925,male,group B,high school,standard,completed,divorced,sometimes,yes,5,school_bus,< 5,65,65,69
926,female,group D,some college,standard,completed,married,regularly,yes,3,private,05-Oct,81,84,75
927,male,group E,associate's degree,standard,none,married,sometimes,yes,0,private,< 5,73,69,78
928,female,group C,associate's degree,standard,none,married,sometimes,yes,1,school_bus,> 10,56,65,61
929,male,group E,some college,standard,none,divorced,sometimes,no,2,private,05-Oct,67,68,84
930,female,group E,high school,standard,,,sometimes,yes,4,private,05-Oct,96,91,88
931,female,group D,high school,standard,completed,single,sometimes,yes,4,private,> 10,79,87,81
932,male,group C,some college,standard,completed,married,sometimes,yes,3,private,05-Oct,77,73,85
933,male,group C,some high school,free/reduced,none,single,regularly,yes,1,school_bus,< 5,47,49,46
934,male,group D,bachelor's degree,free/reduced,completed,married,regularly,no,2,school_bus,,70,68,72
935,female,group D,associate's degree,standard,none,single,,yes,0,private,05-Oct,63,61,45
936,female,group E,some college,standard,none,married,sometimes,yes,3,school_bus,< 5,81,77,80
938,female,group C,associate's degree,standard,,married,regularly,yes,1,school_bus,05-Oct,100,100,93
940,female,group D,some college,standard,none,married,sometimes,no,2,private,05-Oct,90,93,85
941,female,group D,some high school,standard,none,divorced,sometimes,yes,,school_bus,< 5,86,88,73
942,female,group B,some high school,standard,none,divorced,regularly,yes,2,private,< 5,63,62,48
944,female,group B,some college,standard,none,married,sometimes,yes,2,school_bus,< 5,80,79,61
945,male,group D,bachelor's degree,standard,none,married,sometimes,yes,3,school_bus,> 10,75,74,89
946,male,group D,associate's degree,free/reduced,completed,divorced,regularly,yes,2,school_bus,> 10,69,73,67
947,male,group D,some college,free/reduced,none,married,regularly,yes,3,school_bus,05-Oct,80,76,78
948,female,group A,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,61,58,50
949,female,group B,some college,standard,completed,single,sometimes,yes,,private,05-Oct,81,84,77
950,female,group B,,free/reduced,none,single,sometimes,no,2,school_bus,> 10,84,77,75
951,male,group C,associate's degree,free/reduced,,married,never,yes,5,school_bus,> 10,53,47,46
952,male,group C,high school,free/reduced,none,divorced,regularly,no,1,private,> 10,59,56,58
953,female,group D,master's degree,standard,,married,sometimes,no,4,,> 10,84,88,67
954,male,group E,bachelor's degree,free/reduced,none,widowed,sometimes,yes,1,,> 10,84,83,95
955,female,,high school,free/reduced,completed,divorced,sometimes,yes,3,school_bus,05-Oct,65,65,50
956,female,group C,,free/reduced,none,married,sometimes,yes,2,school_bus,05-Oct,75,67,57
957,male,group A,bachelor's degree,free/reduced,completed,single,never,yes,4,private,05-Oct,55,52,48
958,male,group D,some college,standard,none,single,never,yes,4,private,< 5,64,61,67
959,male,group B,some college,free/reduced,completed,married,sometimes,no,2,private,05-Oct,40,37,44
961,male,group E,some high school,free/reduced,completed,married,regularly,yes,1,school_bus,< 5,66,61,70
962,male,group C,some college,standard,none,married,sometimes,,4,private,< 5,60,58,65
963,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,1,private,05-Oct,86,90,75
964,male,group B,bachelor's degree,free/reduced,none,married,sometimes,no,1,private,05-Oct,62,54,58
965,female,group D,some college,standard,none,single,sometimes,no,1,school_bus,05-Oct,86,89,67
966,female,group E,some college,free/reduced,completed,divorced,regularly,yes,3,school_bus,05-Oct,70,83,82
967,male,group E,some high school,standard,none,married,sometimes,no,4,school_bus,> 10,57,64,78
968,female,group D,high school,standard,completed,married,sometimes,no,3,school_bus,< 5,75,81,67
969,male,group B,some college,free/reduced,completed,single,sometimes,yes,2,school_bus,,67,61,70
970,male,group C,some college,standard,completed,divorced,sometimes,no,4,private,05-Oct,81,80,97
971,female,group D,high school,standard,none,divorced,sometimes,yes,3,school_bus,< 5,57,50,54
972,male,group D,some college,free/reduced,none,married,sometimes,no,3,school_bus,05-Oct,41,40,39
973,female,group B,associate's degree,free/reduced,completed,single,sometimes,no,3,school_bus,05-Oct,67,68,53
974,female,group C,some high school,standard,none,married,sometimes,yes,,private,< 5,58,51,39
975,female,group B,bachelor's degree,standard,,single,sometimes,yes,1,school_bus,05-Oct,98,95,84
976,female,group A,high school,standard,none,married,never,no,2,private,05-Oct,78,74,63
977,female,group C,some high school,standard,none,married,sometimes,no,3,private,> 10,61,60,51
978,male,group C,high school,free/reduced,none,divorced,sometimes,no,3,private,05-Oct,47,49,45
979,male,group A,master's degree,standard,none,,sometimes,no,2,school_bus,< 5,67,66,73
980,male,group B,high school,standard,completed,married,sometimes,,1,private,< 5,60,64,69
981,female,group B,some high school,standard,completed,married,never,yes,3,school_bus,> 10,68,68,51
982,male,group A,high school,free/reduced,completed,divorced,never,yes,2,private,05-Oct,41,38,38
983,male,group C,high school,free/reduced,none,single,sometimes,yes,0,private,< 5,59,52,54
984,male,,associate's degree,free/reduced,completed,single,sometimes,no,4,school_bus,< 5,70,68,63
985,female,group C,,standard,none,married,sometimes,yes,4,school_bus,> 10,87,91,88
986,male,group D,bachelor's degree,free/reduced,none,married,sometimes,no,1,,< 5,86,80,80
987,female,group C,master's degree,free/reduced,completed,single,sometimes,yes,2,school_bus,05-Oct,58,64,46
988,female,group E,some high school,standard,none,married,regularly,no,1,private,05-Oct,68,67,69
990,male,group B,bachelor's degree,standard,none,married,sometimes,yes,2,school_bus,< 5,68,64,66
991,male,group C,high school,free/reduced,completed,single,never,no,,private,> 10,82,72,75
992,female,group A,bachelor's degree,standard,completed,single,sometimes,no,3,school_bus,05-Oct,85,91,83
993,male,group C,associate's degree,standard,none,married,sometimes,yes,,school_bus,< 5,57,57,70
994,female,group A,associate's degree,free/reduced,none,divorced,regularly,yes,3,private,05-Oct,94,88,79
995,female,group D,some high school,standard,none,single,sometimes,no,3,private,< 5,83,86,75
996,male,group D,some college,standard,none,married,never,yes,1,school_bus,< 5,66,63,67
998,male,group C,some college,standard,none,single,sometimes,no,3,school_bus,05-Oct,63,59,72
999,male,group B,associate's degree,standard,none,married,sometimes,no,2,private,05-Oct,48,43,55
0,female,group B,master's degree,free/reduced,none,married,regularly,no,1,private,< 5,47,47,38
1,male,group C,associate's degree,standard,none,married,regularly,yes,2,,05-Oct,51,56,69
2,female,group C,master's degree,standard,none,divorced,never,no,2,school_bus,< 5,74,76,68
4,male,group A,high school,standard,none,single,sometimes,yes,0,school_bus,< 5,56,56,64
6,male,group D,,free/reduced,none,single,regularly,,5,private,< 5,69,67,69
7,female,group B,some high school,standard,completed,married,never,no,1,private,05-Oct,93,94,84
9,female,group E,associate's degree,standard,none,married,regularly,yes,3,private,05-Oct,92,93,85
10,female,group E,,free/reduced,none,married,sometimes,,0,private,< 5,79,74,64
11,female,group D,some college,standard,none,divorced,regularly,yes,3,,> 10,87,97,94
12,female,group D,master's degree,free/reduced,none,divorced,sometimes,yes,1,school_bus,> 10,77,71,66
13,female,group C,high school,free/reduced,completed,married,never,yes,1,,05-Oct,78,70,60
14,female,group D,associate's degree,standard,none,,never,yes,3,private,< 5,87,84,79
15,female,group C,some high school,standard,completed,single,regularly,yes,0,school_bus,> 10,70,70,45
16,female,group B,some college,standard,none,single,sometimes,yes,1,school_bus,< 5,56,52,42
17,male,group D,some high school,free/reduced,completed,single,regularly,yes,0,school_bus,05-Oct,73,68,57
18,female,,some high school,standard,none,single,sometimes,no,2,private,< 5,82,81,73
19,female,group D,some college,standard,none,married,sometimes,no,1,school_bus,> 10,71,77,60
20,female,,some high school,standard,completed,married,sometimes,,1,school_bus,> 10,90,90,80
22,female,group D,some college,free/reduced,none,married,regularly,no,3,private,05-Oct,82,77,62
24,female,group E,some high school,standard,none,married,regularly,no,1,school_bus,> 10,85,85,89
25,male,,some college,standard,,married,sometimes,no,1,school_bus,,66,71,68
26,female,group C,some high school,standard,none,married,sometimes,yes,1,school_bus,05-Oct,80,78,71
27,female,group C,some high school,standard,,married,never,no,1,school_bus,05-Oct,67,57,53
28,male,group C,some high school,free/reduced,none,married,never,yes,0,school_bus,,39,37,34
29,male,group C,master's degree,free/reduced,completed,single,sometimes,yes,0,school_bus,< 5,70,72,62
30,male,group A,some college,standard,none,married,regularly,yes,0,school_bus,< 5,54,53,63
31,male,group C,high school,free/reduced,,married,regularly,no,5,school_bus,> 10,57,57,63
32,male,group B,master's degree,standard,none,single,regularly,yes,3,school_bus,< 5,70,74,75
33,female,group B,some college,standard,completed,married,never,no,1,private,05-Oct,98,96,83
34,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,1,private,< 5,62,56,48
35,male,group D,some college,free/reduced,completed,divorced,sometimes,no,2,school_bus,05-Oct,82,75,85
36,female,group C,associate's degree,standard,completed,single,sometimes,yes,2,school_bus,05-Oct,57,59,60
37,male,group C,some high school,standard,none,single,regularly,yes,6,school_bus,> 10,40,42,57
38,female,group C,associate's degree,standard,none,married,regularly,no,1,private,< 5,70,76,66
39,male,group B,some high school,standard,none,married,sometimes,no,2,,05-Oct,68,61,72
40,male,group B,high school,standard,none,married,regularly,yes,2,private,> 10,52,46,51
41,female,group B,bachelor's degree,standard,completed,divorced,never,yes,2,,05-Oct,79,74,64
42,male,group C,bachelor's degree,free/reduced,none,divorced,regularly,yes,3,private,> 10,44,48,56
43,female,group D,,free/reduced,completed,married,regularly,yes,3,private,05-Oct,61,65,42
44,female,group A,some high school,free/reduced,none,divorced,regularly,no,2,school_bus,05-Oct,31,34,36
45,female,group C,some high school,standard,none,married,sometimes,yes,1,private,05-Oct,53,51,46
46,male,group E,master's degree,standard,none,married,regularly,no,1,school_bus,05-Oct,93,95,100
47,male,group C,master's degree,standard,none,divorced,regularly,yes,2,private,< 5,52,56,53
48,female,group A,some college,standard,none,married,sometimes,yes,2,school_bus,05-Oct,54,51,43
49,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,0,school_bus,< 5,81,84,75
50,male,group B,some high school,standard,none,married,sometimes,yes,1,school_bus,05-Oct,50,45,51
51,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,6,school_bus,> 10,75,77,54
52,female,group D,associate's degree,standard,none,divorced,never,yes,1,school_bus,< 5,68,68,58
53,female,group A,high school,standard,none,divorced,sometimes,yes,3,private,< 5,40,33,33
54,female,group B,high school,standard,completed,single,sometimes,yes,1,school_bus,< 5,67,73,59
55,male,group D,some high school,standard,none,married,never,yes,3,school_bus,> 10,55,56,68
56,female,,some high school,standard,none,,never,yes,3,private,< 5,90,84,79
57,male,group D,master's degree,free/reduced,completed,married,regularly,yes,2,school_bus,05-Oct,94,89,87
58,female,group A,master's degree,standard,none,single,regularly,no,3,private,05-Oct,55,55,51
59,female,group D,associate's degree,standard,completed,married,regularly,no,1,,,76,82,71
60,male,group C,high school,standard,completed,single,regularly,yes,4,private,05-Oct,76,67,78
62,female,group D,some college,standard,completed,married,regularly,yes,1,private,05-Oct,74,76,65
64,female,group E,associate's degree,standard,completed,married,sometimes,yes,2,private,05-Oct,83,81,83
65,female,group D,high school,standard,completed,divorced,regularly,no,3,private,05-Oct,100,99,85
66,male,group A,associate's degree,free/reduced,completed,married,sometimes,yes,3,school_bus,05-Oct,45,42,39
67,male,,some college,free/reduced,none,married,never,yes,1,school_bus,05-Oct,63,62,63
68,female,group E,bachelor's degree,standard,,married,sometimes,yes,3,school_bus,05-Oct,88,87,78
69,female,,high school,standard,completed,married,sometimes,yes,6,school_bus,05-Oct,87,85,68
70,male,group C,some college,free/reduced,completed,married,sometimes,yes,1,private,05-Oct,64,61,57
71,female,group E,associate's degree,standard,none,divorced,never,no,1,school_bus,05-Oct,84,80,86
72,male,,high school,free/reduced,completed,married,regularly,yes,3,private,> 10,59,53,68
73,male,group D,some college,free/reduced,none,married,never,yes,2,school_bus,< 5,59,52,55
74,male,group E,some college,free/reduced,none,widowed,,no,2,school_bus,05-Oct,80,78,90
75,male,group E,master's degree,standard,none,widowed,sometimes,yes,4,private,05-Oct,68,64,76
76,male,,some high school,standard,completed,married,,yes,1,school_bus,05-Oct,65,63,67
77,female,group E,high school,standard,none,single,sometimes,yes,1,private,05-Oct,94,88,81
78,male,group E,some high school,standard,none,married,never,no,3,,> 10,85,82,95
79,male,group C,,standard,none,,regularly,no,3,school_bus,< 5,73,61,67
80,male,group D,associate's degree,free/reduced,none,married,sometimes,no,3,school_bus,> 10,65,60,52
81,male,group B,bachelor's degree,standard,,,regularly,no,3,school_bus,< 5,80,82,89
82,female,,some high school,standard,,married,sometimes,yes,2,school_bus,< 5,72,69,68
83,male,,high school,free/reduced,none,single,regularly,yes,2,school_bus,> 10,57,47,53
84,female,group A,high school,standard,,married,regularly,yes,4,school_bus,05-Oct,92,96,89
